prec_no,block_no,name,kind,pref_name,total_hot_days,mean_hot_days,max_hot_days,years_with_data,coverage,name_norm,amedas_code,kjName,knName,lat,lon,alt
21,0125,穂別,a,胆振地方,0.0,0.0,0.0,10,1.0,穂別,21126,穂別,ホベツ,42.76166666666667,142.14333333333335,56
21,0126,森野,a,胆振地方,0.0,0.0,0.0,10,1.0,森野,21171,森野,モリノ,42.63,141.24666666666667,170
21,0128,大岸,a,胆振地方,0.0,0.0,0.0,10,1.0,大岸,21226,大岸,オオキシ,42.59,140.64333333333335,4
21,0130,白老,a,胆振地方,0.0,0.0,0.0,10,1.0,白老,21261,白老,シラオイ,42.54333333333334,141.35166666666666,6
21,0131,鵡川,a,胆振地方,0.0,0.0,0.0,10,1.0,鵡川,21276,鵡川,ムカワ,42.59,141.93333333333334,10
21,0132,伊達,a,胆振地方,0.0,0.0,0.0,10,1.0,伊達,21297,伊達,ダテ,42.475,140.84833333333333,3
21,0134,登別,a,胆振地方,0.0,0.0,0.0,10,1.0,登別,21312,登別,ノボリベツ,42.458333333333336,141.11833333333334,197
21,1067,大滝,a,胆振地方,0.0,0.0,0.0,10,1.0,大滝,21161,大滝,オオタキ,42.67,141.07833333333335,390
21,1329,洞爺湖温泉,a,胆振地方,0.0,,,0,0.0,洞爺湖温泉,21237,洞爺湖温泉,トウヤコオンセン,42.565,140.80666666666667,85
21,1429,カルルス,a,胆振地方,0.0,,,0,0.0,カルルス,21251,カルルス,カルルス,42.516666666666666,141.10666666666665,300
21,1665,厚真幌内,a,胆振地方,0.0,,,0,0.0,厚真幌内,,,,,,
21,47423,室蘭,s,胆振地方,0.0,0.0,0.0,10,1.0,室蘭,21323,室蘭,ムロラン,42.31166666666667,140.975,40
21,47424,苫小牧,s,胆振地方,0.0,0.0,0.0,10,1.0,苫小牧,21187,苫小牧,トマコマイ,42.623333333333335,141.54666666666665,6
22,0136,日高門別,a,日高地方,0.0,0.0,0.0,10,1.0,日高門別,22141,日高門別,ヒダカモンベツ,42.49666666666667,142.05333333333334,47
22,0139,笹山,a,日高地方,0.0,,,0,0.0,笹山,22206,笹山,ササヤマ,42.43333333333333,142.48166666666665,110
22,0140,静内,a,日高地方,0.0,0.0,0.0,10,1.0,静内,22241,静内,シズナイ,42.343333333333334,142.36166666666668,10
20,1409,柏倉,a,十勝地方,0.0,,,0,0.0,柏倉,20202,柏倉,カシワクラ,43.361666666666665,143.45833333333334,378
20,1404,小利別,a,十勝地方,0.0,,,0,0.0,小利別,20071,小利別,ショウトシベツ,43.58833333333333,143.68,313
17,0067,上藻別,a,網走・北見・紋別地方,0.0,,,0,0.0,上藻別,17211,上藻別,カミモベツ,44.18666666666667,143.335,94
20,0103,ぬかびら源泉郷,a,十勝地方,0.0,0.0,0.0,10,1.0,ぬかびら源泉郷,20186,ぬかびら源泉郷,ヌカビラゲンセンキョウ,43.36666666666667,143.19166666666666,540
17,0073,仁頃山,a,網走・北見・紋別地方,0.0,,,0,0.0,仁頃山,17512,仁頃山,ニコロヤマ,43.86,143.74666666666667,261
17,1092,白滝,a,網走・北見・紋別地方,0.0,0.0,0.0,10,1.0,白滝,17482,白滝,シラタキ,43.865,143.15333333333334,475
17,1263,東藻琴,a,網走・北見・紋別地方,0.0,,,0,0.0,東藻琴,17541,東藻琴,ヒガシモコト,43.84,144.285,58
17,1420,丸瀬布,a,網走・北見・紋別地方,0.0,,,0,0.0,丸瀬布,17386,丸瀬布,マルセップ,43.95166666666667,143.32833333333335,242
17,1568,津別二又,a,網走・北見・紋別地方,0.0,,,0,0.0,津別二又,17776,津別二又,ツベツフタマタ,43.583333333333336,143.865,210
17,1569,置戸常元,a,網走・北見・紋別地方,0.0,,,0,0.0,置戸常元,17686,置戸常元,オケトツネモト,43.62,143.44,368
17,1617,山園,a,網走・北見・紋別地方,0.0,,,0,0.0,山園,17642,山園,ヤマゾノ,43.74333333333333,144.33666666666667,361
18,0084,羅臼,a,根室地方,0.0,0.0,0.0,10,1.0,羅臼,18038,羅臼,ラウス,44.02333333333333,145.18666666666667,15
18,1056,納沙布,a,根室地方,0.0,0.0,0.0,10,1.0,納沙布,18281,納沙布,ノサップ,43.39333333333333,145.75833333333333,12
18,1196,厚床,a,根室地方,0.0,0.0,0.0,10,1.0,厚床,18311,厚床,アットコ,43.22,145.22666666666666,41
18,1266,糸櫛別,a,根室地方,0.0,,,0,0.0,糸櫛別,18091,糸櫛別,イトクシベツ,43.721666666666664,144.98833333333334,115
18,47420,根室,s,根室地方,0.0,0.0,0.0,10,1.0,根室,18273,根室,ネムロ,43.33,145.585,25
19,0096,阿寒,a,釧路地方,0.0,,,0,0.0,阿寒,19346,阿寒,アカン,43.11333333333334,144.12333333333333,40
19,0098,白糠,a,釧路地方,0.0,0.0,0.0,10,1.0,白糠,19416,白糠,シラヌカ,42.97,144.06166666666667,9
19,1107,二俣,a,釧路地方,0.0,,,0,0.0,二俣,19406,二俣,フタマタ,42.971666666666664,143.875,45
19,1192,太田,a,釧路地方,0.0,0.0,0.0,10,1.0,太田,19376,太田,オオタ,43.09,144.77833333333334,85
19,1283,知方学,a,釧路地方,0.0,0.0,0.0,10,1.0,知方学,19451,知方学,チッポマナイ,42.93833333333333,144.735,149
19,1403,塘路,a,釧路地方,0.0,,,0,0.0,塘路,19281,塘路,トウロ,43.14833333333333,144.49666666666667,25
19,1417,茶内原野,a,釧路地方,0.0,,,0,0.0,茶内原野,19301,茶内原野,チャナイゲンヤ,43.17333333333333,144.96666666666667,70
19,1461,鶴丘,a,釧路地方,0.0,0.0,0.0,10,1.0,鶴丘,19347,鶴丘,ツルオカ：釧路空港,43.04,144.19166666666666,95
19,47418,釧路,s,釧路地方,0.0,0.0,0.0,10,1.0,釧路,19432,釧路,クシロ,42.985,144.37666666666667,5
36,1274,川前,a,福島県,0.0,,,0,0.0,川前,36597,川前,カワマエ,37.24666666666667,140.72333333333333,492
36,1294,湯本,a,福島県,0.0,0.0,0.0,10,1.0,湯本,36562,湯本,ユモト,37.276666666666664,140.06333333333333,646
65,1074,本宮,a,和歌山県,0.0,,,0,0.0,本宮,65226,本宮,ホングウ,33.836666666666666,135.77333333333334,60
53,0499,北勢,a,三重県,0.0,,,0,0.0,北勢,53016,北勢,ホクセイ,35.14333333333333,136.53833333333333,125
53,0507,名張,a,三重県,0.0,,,0,0.0,名張,53141,名張,ナバリ,34.626666666666665,136.10833333333332,226
53,0511,藤坂峠,a,三重県,0.0,,,0,0.0,藤坂峠,53287,藤坂峠,フジサカトウゲ,34.32333333333333,136.48833333333334,560
53,1255,宮川,a,三重県,0.0,,,0,0.0,宮川,53321,宮川,ミヤガワ,34.278333333333336,136.20833333333334,205
53,1356,白山,a,三重県,0.0,,,0,0.0,白山,53151,白山,ハクサン,34.625,136.32166666666666,60
53,1381,阿児,a,三重県,0.0,,,0,0.0,阿児,53307,阿児,アゴ,34.30833333333333,136.87333333333333,31
53,1423,御浜,a,三重県,0.0,,,0,0.0,御浜,53416,御浜,ミハマ,33.85166666666667,135.98,130
54,0526,村松,a,新潟県,0.0,,,0,0.0,村松,54406,村松,ムラマツ,37.696666666666665,139.18833333333333,25
54,0530,栃尾,a,新潟県,0.0,,,0,0.0,栃尾,54506,栃尾,トチオ,37.47833333333333,138.99166666666667,61
54,1111,赤谷,a,新潟県,0.0,,,0,0.0,赤谷,54311,赤谷,アカダニ,37.835,139.415,135
54,1154,小国,a,新潟県,0.0,,,0,0.0,小国,54606,小国,オグニ,37.291666666666664,138.70166666666665,83
54,1155,松代,a,新潟県,0.0,,,0,0.0,松代,54671,松代,マツダイ,37.13166666666667,138.60666666666665,210
54,1256,高根,a,新潟県,0.0,,,0,0.0,高根,54056,高根,タカネ,38.33,139.60333333333332,85
54,1297,平岩,a,新潟県,0.0,,,0,0.0,平岩,54876,平岩,ヒライワ,36.88,137.86666666666667,281
54,1369,三面,a,新潟県,0.0,,,0,0.0,三面,54097,三面,ミオモテ,38.24666666666667,139.605,45
54,1370,大湯,a,新潟県,0.0,,,0,0.0,大湯,54621,大湯,オオユ,37.205,139.06166666666667,240
54,1395,塩沢,a,新潟県,0.0,,,0,0.0,塩沢,54761,塩沢,シオザワ,37.038333333333334,138.84666666666666,195
54,1398,宮寄上,a,新潟県,0.0,,,0,0.0,宮寄上,54462,宮寄上,ミヤヨリカミ,37.58,139.14,125
54,1424,樽本,a,新潟県,0.0,,,0,0.0,樽本,54892,樽本,タルモト,36.89,138.275,633
54,1426,川谷,a,新潟県,0.0,,,0,0.0,川谷,54666,川谷,カワダニ,37.2,138.51666666666668,206
54,1427,筒方,a,新潟県,0.0,,,0,0.0,筒方,54737,筒方,ドウガタ,37.03,138.34333333333333,255
54,1444,室谷,a,新潟県,0.0,,,0,0.0,室谷,54472,室谷,ムロヤ,37.55,139.37,200
53,0505,笠取山,a,三重県,0.0,,,0,0.0,笠取山,53121,笠取山,カサトリヤマ,34.725,136.30833333333334,810
52,1577,関市板取,a,岐阜県,0.0,,,0,0.0,関市板取,52321,関市板取,セキシイタドリ,35.723333333333336,136.78333333333333,351
55,1412,宇奈月,a,富山県,0.0,,,0,0.0,宇奈月,55063,宇奈月,ウナヅキ,36.846666666666664,137.55666666666667,160
52,1438,丹生川,a,岐阜県,0.0,,,0,0.0,丹生川,52152,丹生川,ニュウカワ,36.18666666666667,137.37166666666667,910
50,1673,熱海伊豆山,a,静岡県,0.0,0.0,0.0,4,0.4,熱海伊豆山,,,,,,
50,47639,富士山,s,静岡県,0.0,0.0,0.0,10,1.0,富士山,50066,富士山,フジサン,35.36,138.72666666666666,3775
11,0003,浜頓別,a,宗谷地方,0.0,0.0,0.0,10,1.0,浜頓別,11206,浜頓別,ハマトンベツ,45.125,142.35,18
50,47666,石廊崎,s,静岡県,0.0,0.0,0.0,10,1.0,石廊崎,50561,石廊崎,イロウザキ,34.60333333333333,138.84166666666667,52
51,0460,一宮,a,愛知県,0.0,,,0,0.0,一宮,51011,一宮,イチノミヤ,35.29833333333333,136.85333333333332,11
51,0462,茶臼山,a,愛知県,0.0,,,0,0.0,茶臼山,51077,茶臼山,チャウスヤマ,35.22,137.66,1216
51,0468,作手,a,愛知県,0.0,,,0,0.0,作手,51241,作手,ツクデ,34.97666666666667,137.425,532
51,0469,一色,a,愛知県,0.0,,,0,0.0,一色,51271,一色,イッシキ,34.81166666666667,137.02833333333334,12
51,0472,田原,a,愛知県,0.0,,,0,0.0,田原,51356,田原,タハラ,34.626666666666665,137.22166666666666,45
51,0983,蟹江,a,愛知県,0.0,,,0,0.0,蟹江,51096,蟹江,カニエ,35.13666666666666,136.79166666666666,2
51,1166,小原,a,愛知県,0.0,,,0,0.0,小原,51056,小原,オバラ,35.22833333333333,137.285,290
51,1576,阿蔵,a,愛知県,0.0,,,0,0.0,阿蔵,51192,阿蔵,アゾウ,35.07833333333333,137.41333333333333,613
52,0480,船山,a,岐阜県,0.0,,,0,0.0,船山,52192,船山,フナヤマ,36.035,137.26,880
52,0490,伽藍,a,岐阜県,0.0,,,0,0.0,伽藍,52476,伽藍,ガラン,35.515,137.23,650
52,1059,上石津,a,岐阜県,0.0,,,0,0.0,上石津,52642,上石津,カミイシヅ,35.24666666666667,136.45833333333334,193
52,1305,六厩,a,岐阜県,0.0,0.0,0.0,10,1.0,六厩,52181,六厩,ムマヤ,36.06,137.035,1015
52,1311,宮之前,a,岐阜県,0.0,0.0,0.0,10,1.0,宮之前,52196,宮之前,ミヤノマエ,36.015,137.38833333333332,930
52,1384,付知,a,岐阜県,0.0,,,0,0.0,付知,52421,付知,ツケチ,35.66166666666667,137.42666666666668,461
52,1387,御母衣,a,岐阜県,0.0,,,0,0.0,御母衣,52131,御母衣,ミボロ,36.14666666666667,136.90833333333333,640
52,1436,ひるがの,a,岐阜県,0.0,,,0,0.0,ひるがの,52173,ひるがの,ヒルガノ,36.01,136.89333333333335,885
52,1437,清見,a,岐阜県,0.0,,,0,0.0,清見,52137,清見,キヨミ,36.18,137.045,740
54,1645,瓢湖,a,新潟県,0.0,,,0,0.0,瓢湖,54301,瓢湖,ヒョウコ,37.833333333333336,139.23666666666668,9
55,1414,大山,a,富山県,0.0,,,0,0.0,大山,55156,大山,オオヤマ,36.608333333333334,137.28333333333333,128
50,1662,春野,a,静岡県,0.0,,,0,0.0,春野,50232,春野,ハルノ,35.01166666666666,137.945,486
61,1671,綾部山家,a,京都府,0.0,,,0,0.0,綾部山家,61196,綾部山家,アヤベヤマガ,35.29666666666667,135.315,87
62,0605,河内長野,a,大阪府,0.0,,,0,0.0,河内長野,62111,河内長野,カワチナガノ,34.42333333333333,135.54333333333332,160
62,1602,茨木,a,大阪府,0.0,,,0,0.0,茨木,62037,茨木,イバラキ,34.86,135.56,78
63,0608,温泉,a,兵庫県,0.0,,,0,0.0,温泉,63032,温泉,オンセン,35.528333333333336,134.48,233
63,0611,八鹿,a,兵庫県,0.0,,,0,0.0,八鹿,63116,八鹿,ヨウカ,35.39833333333333,134.74,183
63,0617,佐用,a,兵庫県,0.0,,,0,0.0,佐用,63241,佐用,サヨウ,35.016666666666666,134.36833333333334,120
63,0618,後川,a,兵庫県,0.0,,,0,0.0,後川,63346,後川,シツカワ,35.025,135.29333333333332,330
63,0967,大屋,a,兵庫県,0.0,,,0,0.0,大屋,63111,大屋,オオヤ,35.33166666666666,134.665,150
63,1588,西宮,a,兵庫県,0.0,,,0,0.0,西宮,63477,西宮,ニシノミヤ,34.75,135.335,38
64,0631,田原本,a,奈良県,0.0,,,0,0.0,田原本,64056,田原本,タワラモト,34.555,135.785,50
64,0632,曽爾,a,奈良県,0.0,,,0,0.0,曽爾,64076,曽爾,ソニ,34.52166666666667,136.15833333333333,610
64,0641,玉置山,a,奈良県,0.0,,,0,0.0,玉置山,,,,,,
64,1376,葛城,a,奈良県,0.0,,,0,0.0,葛城,64091,葛城,カツラギ,34.48833333333334,135.70333333333335,141
64,1439,吉野,a,奈良県,0.0,,,0,0.0,吉野,64136,吉野,ヨシノ,34.37833333333333,135.9,188
64,1619,天川,a,奈良県,0.0,,,0,0.0,天川,64161,天川,テンカワ,34.27,135.88333333333333,840
64,1649,下北山,a,奈良県,0.0,,,0,0.0,下北山,64236,下北山,シモキタヤマ,34.00333333333333,135.96666666666667,249
64,1669,葛川,a,奈良県,0.0,,,0,0.0,葛川,64262,葛川,クズカワ,33.95333333333333,135.85666666666665,396
65,0642,葛城山,a,和歌山県,0.0,,,0,0.0,葛城山,65021,葛城山,カツラギサン,34.346666666666664,135.43666666666667,840
65,0645,高野山,a,和歌山県,0.0,0.0,0.0,10,1.0,高野山,65061,高野山,コウヤサン,34.221666666666664,135.59,801
65,0646,護摩壇山,a,和歌山県,0.0,,,0,0.0,護摩壇山,65127,護摩壇山,ゴマダンザン,34.04,135.56666666666666,1130
65,0651,日置川,a,和歌山県,0.0,,,0,0.0,日置川,65321,日置川,ヒキガワ,33.605,135.48,17
65,0978,湯浅,a,和歌山県,0.0,,,0,0.0,湯浅,65106,湯浅,ユアサ,34.035,135.18166666666667,8
62,0604,生駒山,a,大阪府,0.0,0.0,0.0,10,1.0,生駒山,62081,生駒山,イコマヤマ,34.675,135.67666666666668,626
61,1641,坂浦,a,京都府,0.0,,,0,0.0,坂浦,61096,坂浦,サカウラ,35.41833333333334,135.08666666666667,223
55,1455,猪谷,a,富山県,0.0,,,0,0.0,猪谷,55267,猪谷,イノタニ,36.473333333333336,137.23666666666668,215
61,1383,三和,a,京都府,0.0,,,0,0.0,三和,61192,三和,ミワ,35.21666666666667,135.23166666666665,105
55,1553,五箇山,a,富山県,0.0,,,0,0.0,五箇山,55252,五箇山,ゴカヤマ,36.43,136.94166666666666,357
55,1621,立山芦峅,a,富山県,0.0,,,0,0.0,立山芦峅,55217,立山芦峅,タテヤマアシクラ,36.57666666666667,137.385,379
56,0562,門前,a,石川県,0.0,,,0,0.0,門前,56081,門前,モンゼン,37.26166666666666,136.72833333333332,11
56,0570,医王山,a,石川県,0.0,,,0,0.0,医王山,56232,医王山,イオウゼン,36.52,136.745,420
56,1171,白山白峰,a,石川県,0.0,,,0,0.0,白山白峰,56346,白山白峰,ハクサンシラミネ,36.18,136.625,470
56,1545,宝達志水,a,石川県,0.0,,,0,0.0,宝達志水,56192,宝達志水,ホウダツシミズ,36.788333333333334,136.76833333333335,90
56,1650,舳倉島,a,石川県,0.0,,,0,0.0,舳倉島,56401,舳倉島,ヘグラジマ,37.85,136.91833333333332,8
57,0974,美山,a,福井県,0.0,,,0,0.0,美山,57071,美山,ミヤマ,35.998333333333335,136.35833333333332,70
57,1382,九頭竜,a,福井県,0.0,,,0,0.0,九頭竜,57176,九頭竜,クズリュウ,35.90833333333333,136.66833333333332,436
57,1454,大飯,a,福井県,0.0,,,0,0.0,大飯,57311,大飯,オオイ,35.48,135.61666666666667,3
57,1565,武生,a,福井県,0.0,,,0,0.0,武生,57106,武生,タケフ,35.905,136.17333333333335,32
60,0584,近江八幡,a,滋賀県,0.0,,,0,0.0,近江八幡,60161,近江八幡,オウミハチマン,35.111666666666665,136.075,90
60,1087,柳ケ瀬,a,滋賀県,0.0,,,0,0.0,柳ケ瀬,60026,柳ケ瀬,ヤナガセ,35.58166666666666,136.18833333333333,220
60,1578,朽木平良,a,滋賀県,0.0,,,0,0.0,朽木平良,60081,朽木平良,クツキヘラ,35.30833333333333,135.83,380
61,0588,峰山,a,京都府,0.0,,,0,0.0,峰山,61031,峰山,ミネヤマ,35.61833333333333,135.07166666666666,23
61,0928,京北,a,京都府,0.0,,,0,0.0,京北,61251,京北,ケイホク,35.181666666666665,135.66166666666666,260
61,0966,本庄,a,京都府,0.0,,,0,0.0,本庄,61201,本庄,ホンジョウ,35.26,135.395,95
61,1025,長岡京,a,京都府,0.0,,,0,0.0,長岡京,61306,長岡京,ナガオカキョウ,34.93,135.67833333333334,71
61,1160,睦寄,a,京都府,0.0,,,0,0.0,睦寄,61151,睦寄,ムツヨリ,35.38166666666667,135.45333333333335,175
61,1378,須知,a,京都府,0.0,,,0,0.0,須知,61241,須知,シュウチ,35.17666666666667,135.42,150
61,1380,綾部,a,京都府,0.0,,,0,0.0,綾部,,,,,,
50,1668,有東木,a,静岡県,0.0,,,0,0.0,有東木,50112,有東木,ウトウギ,35.20666666666666,138.36833333333334,585
50,1440,鍵穴,a,静岡県,0.0,,,0,0.0,鍵穴,50247,鍵穴,カギアナ,35.04833333333333,138.24666666666667,160
36,1295,桧枝岐,a,福島県,0.0,0.0,0.0,10,1.0,桧枝岐,36716,桧枝岐,ヒノエマタ,37.01,139.375,973
42,1174,片品,a,群馬県,0.0,,,0,0.0,片品,42106,片品,カタシナ,36.77166666666667,139.23833333333334,861
42,1259,黒保根,a,群馬県,0.0,,,0,0.0,黒保根,42261,黒保根,クロホネ,36.501666666666665,139.28333333333333,285
43,0362,飯能,a,埼玉県,0.0,,,0,0.0,飯能,43231,飯能,ハンノウ,35.83833333333333,139.32166666666666,84
43,1000,三峰,a,埼玉県,0.0,,,0,0.0,三峰,43151,三峰,ミツミネ,35.92666666666667,138.92333333333335,975
43,1069,鴻巣,a,埼玉県,0.0,,,0,0.0,鴻巣,43121,鴻巣,コウノス,36.065,139.52166666666668,15
43,1159,浦山,a,埼玉県,0.0,,,0,0.0,浦山,43157,浦山,ウラヤマ,35.92,139.07,400
43,1182,上吉田,a,埼玉県,0.0,,,0,0.0,上吉田,43091,上吉田,カミヨシダ,36.053333333333335,138.98,275
43,1497,ときがわ,a,埼玉県,0.0,,,0,0.0,ときがわ,43162,ときがわ,トキガワ,35.99,139.20666666666668,295
44,0368,世田谷,a,東京都,0.0,,,0,0.0,世田谷,44126,世田谷,セタガヤ,35.626666666666665,139.62,35
44,1180,小沢,a,東京都,0.0,,,0,0.0,小沢,44051,小沢,オザワ,35.735,139.12333333333333,420
44,1467,大島北ノ山,a,東京都,0.0,0.0,0.0,10,1.0,大島北ノ山,44173,大島北ノ山,オオシマキタノヤマ：大島空港,34.781666666666666,139.36,38
44,1522,新島,a,東京都,0.0,0.0,0.0,10,1.0,新島,44207,新島,ニイジマ：新島空港,34.36833333333333,139.26833333333335,29
44,1523,神津島,a,東京都,0.0,0.0,0.0,10,1.0,神津島,44216,神津島,コウヅシマ：神津島空港,34.18833333333333,139.13333333333333,138
44,1595,母島,a,東京都,0.0,,,0,0.0,母島,44316,母島,ハハジマ,26.635,142.16166666666666,32
44,1643,大島泉津,a,東京都,0.0,,,0,0.0,大島泉津,,,,,,
44,1644,大島差木地,a,東京都,0.0,,,0,0.0,大島差木地,,,,,,
44,1646,利島,a,東京都,0.0,,,0,0.0,利島,44191,利島,トシマ,34.528333333333336,139.28166666666667,100
44,1648,青ヶ島,a,東京都,0.0,,,0,0.0,青ヶ島,44281,青ヶ島,アオガシマ,32.46666666666667,139.76,272
44,47677,三宅島,s,東京都,0.0,0.0,0.0,10,1.0,三宅島,44226,三宅島,ミヤケジマ,34.123333333333335,139.52,38
44,47971,父島,s,東京都,0.0,0.0,0.0,10,1.0,父島,44301,父島,チチジマ,27.091666666666665,142.19,3
44,47991,南鳥島,s,東京都,0.0,0.0,0.0,10,1.0,南鳥島,44356,南鳥島,ミナミトリシマ,24.288333333333334,153.98333333333332,7
45,0377,東庄,a,千葉県,0.0,,,0,0.0,東庄,45086,東庄,トウノショウ,35.795,140.68166666666667,52
42,1222,藤原,a,群馬県,0.0,0.0,0.0,10,1.0,藤原,42046,藤原,フジワラ,36.86333333333333,139.05833333333334,700
42,0355,藤岡,a,群馬県,0.0,,,0,0.0,藤岡,42341,藤岡,フジオカ,36.24166666666667,139.07,95
45,1004,大多喜,a,千葉県,0.0,,,0,0.0,大多喜,45331,大多喜,オオタキ,35.251666666666665,140.215,70
42,0349,榛名山,a,群馬県,0.0,,,0,0.0,榛名山,42241,榛名山,ハルナサン,36.471666666666664,138.87333333333333,1088
36,1386,湖南,a,福島県,0.0,,,0,0.0,湖南,36461,湖南,コナン,37.388333333333335,140.09,536
40,0314,花園,a,茨城県,0.0,,,0,0.0,花園,40041,花園,ハナゾノ,36.86833333333333,140.63666666666666,370
40,0323,坂東,a,茨城県,0.0,,,0,0.0,坂東,40326,坂東,バンドウ,36.04333333333334,139.89166666666668,16
40,0911,江戸崎,a,茨城県,0.0,,,0,0.0,江戸崎,40391,江戸崎,エドサキ,35.96,140.32,25
40,1012,柿岡,a,茨城県,0.0,,,0,0.0,柿岡,40241,柿岡,カキオカ,36.233333333333334,140.18833333333333,27
40,1013,美野里,a,茨城県,0.0,,,0,0.0,美野里,40251,美野里,ミノリ,36.236666666666665,140.325,25
40,1170,中野,a,茨城県,0.0,,,0,0.0,中野,40126,中野,ナカノ,36.515,140.47333333333333,17
40,1173,徳田,a,茨城県,0.0,,,0,0.0,徳田,40066,徳田,トクダ,36.778333333333336,140.48166666666665,270
40,1388,門井,a,茨城県,0.0,,,0,0.0,門井,40181,門井,カドイ,36.333333333333336,140.03333333333333,40
40,1421,大能,a,茨城県,0.0,,,0,0.0,大能,40076,大能,オオノウ,36.74333333333333,140.59333333333333,395
41,0326,那須高原,a,栃木県,0.0,0.0,0.0,10,1.0,那須高原,41011,那須高原,ナスコウゲン,37.123333333333335,140.035,749
41,0334,高根沢,a,栃木県,0.0,,,0,0.0,高根沢,41241,高根沢,タカネザワ,36.60666666666667,139.99833333333333,148
41,0337,葛生,a,栃木県,0.0,,,0,0.0,葛生,41311,葛生,クズウ,36.431666666666665,139.59,120
41,0339,足利,a,栃木県,0.0,,,0,0.0,足利,41356,足利,アシカガ,36.34166666666667,139.46166666666667,35
41,0340,栃木,a,栃木県,0.0,,,0,0.0,栃木,41371,栃木,トチギ,36.373333333333335,139.70333333333335,65
41,1016,足尾,a,栃木県,0.0,,,0,0.0,足尾,41211,足尾,アシオ,36.64666666666667,139.44833333333332,650
41,1221,土呂部,a,栃木県,0.0,0.0,0.0,10,1.0,土呂部,41116,土呂部,ドロブ,36.891666666666666,139.56833333333333,925
41,1675,日光東町,a,栃木県,0.0,0.0,0.0,4,0.4,日光東町,41172,日光東町,ニッコウヒガシマチ,36.75,139.615,561
41,47690,奥日光（日光）,s,栃木県,0.0,0.0,0.0,10,1.0,奥日光,41166,奥日光,オクニッコウ,36.73833333333333,139.5,1292
42,0343,草津,a,群馬県,0.0,0.0,0.0,10,1.0,草津,42121,草津,クサツ,36.61666666666667,138.59166666666667,1223
42,0348,田代,a,群馬県,0.0,0.0,0.0,10,1.0,田代,42221,田代,タシロ,36.46333333333333,138.46333333333334,1230
45,0383,鋸南,a,千葉県,0.0,,,0,0.0,鋸南,45346,鋸南,キョナン,35.12166666666667,139.83666666666667,10
45,47674,勝浦,s,千葉県,0.0,0.0,0.0,10,1.0,勝浦,45371,勝浦,カツウラ,35.15,140.31166666666667,12
50,1393,三倉,a,静岡県,0.0,,,0,0.0,三倉,50391,三倉,ミクラ,34.895,137.94,114
48,1360,聖高原,a,長野県,0.0,,,0,0.0,聖高原,48247,聖高原,ヒジリコウゲン,36.486666666666665,138.06833333333333,985
48,1397,杉島,a,長野県,0.0,,,0,0.0,杉島,48691,杉島,スギシマ,35.72666666666667,138.09333333333333,905
48,1411,小谷,a,長野県,0.0,,,0,0.0,小谷,48097,小谷,オタリ,36.821666666666665,137.93,550
48,1549,北相木,a,長野県,0.0,,,0,0.0,北相木,48516,北相木,キタアイキ,36.071666666666665,138.61166666666668,1185
48,1550,白樺湖,a,長野県,0.0,,,0,0.0,白樺湖,48436,白樺湖,シラカバコ,36.105,138.22833333333332,1440
48,1551,高遠,a,長野県,0.0,,,0,0.0,高遠,48556,高遠,タカトオ,35.95333333333333,138.10833333333332,1075
48,47622,軽井沢,s,長野県,0.0,0.0,0.0,10,1.0,軽井沢,48331,軽井沢,カルイザワ,36.34166666666667,138.54666666666665,999
49,0438,山中,a,山梨県,0.0,0.0,0.0,10,1.0,山中,49256,山中,ヤマナカ,35.43666666666667,138.83666666666667,992
49,1165,上野原,a,山梨県,0.0,,,0,0.0,上野原,49172,上野原,ウエノハラ,35.62,139.105,187
49,1599,乙女湖,a,山梨県,0.0,,,0,0.0,乙女湖,49052,乙女湖,オトメコ,35.806666666666665,138.655,1465
49,1640,富士川,a,山梨県,0.0,,,0,0.0,富士川,49187,富士川,フジカワ,35.56166666666667,138.44833333333332,295
49,47639,富士山,s,山梨県,0.0,0.0,0.0,10,1.0,富士山,50066,富士山,フジサン,35.36,138.72666666666666,3775
50,0440,白糸,a,静岡県,0.0,,,0,0.0,白糸,50056,白糸,シライト,35.31166666666667,138.57833333333335,530
50,0444,越木平,a,静岡県,0.0,,,0,0.0,越木平,,,,,,
50,0448,高根山,a,静岡県,0.0,,,0,0.0,高根山,50317,高根山,タカネサン,34.975,138.19666666666666,415
50,0453,湯ケ島,a,静岡県,0.0,,,0,0.0,湯ケ島,50426,湯ケ島,ユガシマ,34.9,138.925,165
50,0454,天城山,a,静岡県,0.0,,,0,0.0,天城山,50427,天城山,アマギサン,34.87166666666667,139.02333333333334,1066
50,0987,土肥,a,静岡県,0.0,,,0,0.0,土肥,50416,土肥,トイ,34.876666666666665,138.76166666666666,92
50,0988,三ヶ日,a,静岡県,0.0,,,0,0.0,三ヶ日,50371,三ヶ日,ミッカビ,34.80166666666667,137.555,2
50,0989,掛川,a,静岡県,0.0,,,0,0.0,掛川,50466,掛川,カケガワ,34.76833333333333,137.995,32
50,1105,熊,a,静岡県,0.0,,,0,0.0,熊,50296,熊,クマ,34.958333333333336,137.73333333333332,375
50,1114,梅ケ島,a,静岡県,0.0,,,0,0.0,梅ケ島,,,,,,
48,1394,大鹿,a,長野県,0.0,,,0,0.0,大鹿,48737,大鹿,オオシカ,35.556666666666665,138.04,718
