prec_no,block_no,name,kind,pref_name,total_hot_days,mean_hot_days,max_hot_days,years_with_data,coverage,name_norm,amedas_code,kjName,knName,lat,lon,alt
69,1178,若桜,a,鳥取県,0.0,,,0,0.0,若桜,69196,若桜,ワカサ,35.333333333333336,134.405,231
68,1093,桜江,a,島根県,0.0,,,0,0.0,桜江,68346,桜江,サクラエ,34.95333333333333,132.33333333333334,32
68,1095,伯太,a,島根県,0.0,,,0,0.0,伯太,68181,伯太,ハクタ,35.35,133.27333333333334,23
68,1175,波佐,a,島根県,0.0,,,0,0.0,波佐,68436,波佐,ハザ,34.78,132.19666666666666,370
68,1176,匹見,a,島根県,0.0,,,0,0.0,匹見,68501,匹見,ヒキミ,34.571666666666665,132.01666666666668,259
68,1336,福光,a,島根県,0.0,,,0,0.0,福光,68286,福光,フクミツ,35.07,132.33333333333334,8
69,0716,大山,a,鳥取県,0.0,,,0,0.0,大山,69152,大山,ダイセン,35.39333333333333,133.53666666666666,875
69,1177,関金,a,鳥取県,0.0,,,0,0.0,関金,69161,関金,セキガネ,35.37833333333333,133.75666666666666,150
69,1385,佐治,a,鳥取県,0.0,,,0,0.0,佐治,69181,佐治,サジ,35.32833333333333,134.11333333333334,210
73,0733,玉川,a,愛媛県,0.0,,,0,0.0,玉川,73071,玉川,タマガワ,34.01833333333333,132.94,67
69,1389,江尾,a,鳥取県,0.0,,,0,0.0,江尾,69222,江尾,エビ,35.288333333333334,133.48333333333332,155
69,1391,鹿野,a,鳥取県,0.0,,,0,0.0,鹿野,69111,鹿野,シカノ,35.413333333333334,134.01666666666668,210
71,1098,福原旭,a,徳島県,0.0,,,0,0.0,福原旭,71211,福原旭,フクハラアサヒ,33.87833333333333,134.38833333333332,290
71,1327,半田,a,徳島県,0.0,,,0,0.0,半田,71136,半田,ハンダ,33.99,134.03666666666666,228
71,1677,東祖谷,a,徳島県,0.0,0.0,0.0,1,0.1,東祖谷,71192,東祖谷,ヒガシイヤ,33.87,133.97833333333332,781
68,0696,大東,a,島根県,0.0,,,0,0.0,大東,68166,大東,ダイトウ,35.318333333333335,132.965,56
72,0731,竜王山,a,香川県,0.0,,,0,0.0,竜王山,72176,竜王山,リュウオウザン,34.11333333333334,134.05,1040
74,1179,池川,a,高知県,0.0,,,0,0.0,池川,74101,池川,イケガワ,33.60666666666667,133.17,141
74,1281,魚梁瀬,a,高知県,0.0,,,0,0.0,魚梁瀬,74151,魚梁瀬,ヤナセ,33.615,134.10833333333332,450
74,1556,三崎,a,高知県,0.0,,,0,0.0,三崎,74506,三崎,ミサキ,32.795,132.87166666666667,9
84,47805,平戸,s,長崎県,0.0,0.0,0.0,10,1.0,平戸,84171,平戸,ヒラド,33.36,129.55,58
83,1554,椿ヶ鼻,a,大分県,0.0,,,0,0.0,椿ヶ鼻,83242,椿ヶ鼻,ツバキガハナ,33.19,130.915,843
84,0818,長浦岳,a,長崎県,0.0,,,0,0.0,長浦岳,84361,長浦岳,ナガウラダケ,32.90833333333333,129.73833333333334,510
84,0820,諫早,a,長崎県,0.0,,,0,0.0,諫早,84441,諫早,イサハヤ,32.843333333333334,130.025,15
84,1535,小値賀,a,長崎県,0.0,0.0,0.0,5,0.5,小値賀,,,,,,
67,0686,竹原,a,広島県,0.0,0.0,0.0,10,1.0,竹原,67461,竹原,タケハラ,34.33,132.98166666666665,5
84,1536,頭ヶ島,a,長崎県,0.0,0.0,0.0,5,0.5,頭ヶ島,,,,,,
84,1538,美津島,a,長崎県,0.0,0.0,0.0,10,1.0,美津島,84076,美津島,ミツシマ：対馬空港,34.285,129.33,63
84,47818,雲仙岳,s,長崎県,0.0,0.0,0.0,10,1.0,雲仙岳,84519,雲仙岳,ウンゼンダケ,32.736666666666665,130.26166666666666,678
74,47899,室戸岬,s,高知県,0.0,0.0,0.0,10,1.0,室戸岬,74372,室戸岬,ムロトミサキ,33.251666666666665,134.17666666666668,185
85,1612,鳥栖,a,佐賀県,0.0,,,0,0.0,鳥栖,85106,鳥栖,トス,33.385,130.51666666666668,25
85,1616,北山,a,佐賀県,0.0,,,0,0.0,北山,85046,北山,ホクザン,33.413333333333334,130.22,339
68,0954,佐田,a,島根県,0.0,,,0,0.0,佐田,68206,佐田,サダ,35.221666666666664,132.72333333333333,100
86,0925,多良木,a,熊本県,0.0,,,0,0.0,多良木,86478,多良木,タラギ,32.295,130.95,210
67,0680,内黒山,a,広島県,0.0,,,0,0.0,内黒山,67271,内黒山,ウチグロヤマ,34.596666666666664,132.17666666666668,987
67,0679,上下,a,広島県,0.0,,,0,0.0,上下,67251,上下,ジョウゲ,34.693333333333335,133.11666666666667,384
86,0946,田浦,a,熊本県,0.0,,,0,0.0,田浦,86396,田浦,タノウラ,32.36333333333334,130.50833333333333,3
83,0979,耶馬渓,a,大分県,0.0,,,0,0.0,耶馬渓,83096,耶馬渓,ヤバケイ,33.445,131.115,100
67,0690,倉橋,a,広島県,0.0,,,0,0.0,倉橋,67566,倉橋,クラハシ,34.09166666666667,132.48833333333334,3
83,0933,臼杵,a,大分県,0.0,,,0,0.0,臼杵,83286,臼杵,ウスキ,33.13166666666667,131.79666666666665,30
83,0801,佐賀関,a,大分県,0.0,,,0,0.0,佐賀関,83226,佐賀関,サガノセキ,33.248333333333335,131.865,1
67,1262,八幡,a,広島県,0.0,,,0,0.0,八幡,67136,八幡,ヤワタ,34.708333333333336,132.17333333333335,774
67,1257,王泊,a,広島県,0.0,,,0,0.0,王泊,67211,王泊,オオドマリ,34.69833333333333,132.31166666666667,525
67,1163,志和,a,広島県,0.0,,,0,0.0,志和,67371,志和,シワ,34.498333333333335,132.66,215
81,1100,羅漢山,a,山口県,0.0,,,0,0.0,羅漢山,81167,羅漢山,ラカンザン,34.35,132.06333333333333,945
81,1261,和田,a,山口県,0.0,,,0,0.0,和田,81301,和田,ワダ,34.17,131.75333333333333,154
81,1367,篠生,a,山口県,0.0,,,0,0.0,篠生,81146,篠生,シノブ,34.33833333333333,131.62666666666667,264
81,1620,東厚保,a,山口県,0.0,,,0,0.0,東厚保,81271,東厚保,ヒガシアツ,34.11833333333333,131.18166666666667,56
82,0789,英彦山,a,福岡県,0.0,,,0,0.0,英彦山,82272,英彦山,ヒコサン,33.48833333333334,130.92333333333335,823
82,0791,耳納山,a,福岡県,0.0,,,0,0.0,耳納山,82316,耳納山,ミノウサン,33.291666666666664,130.625,607
82,0945,柳川,a,福岡県,0.0,,,0,0.0,柳川,82331,柳川,ヤナガワ,33.16,130.40333333333334,7
67,0949,甲田,a,広島県,0.0,,,0,0.0,甲田,67231,甲田,コウダ,34.695,132.76,185
82,1611,早良脇山,a,福岡県,0.0,,,0,0.0,早良脇山,82241,早良脇山,サワラワキヤマ,33.48833333333334,130.35333333333332,83
82,1637,東谷,a,福岡県,0.0,,,0,0.0,東谷,82097,東谷,ヒガシタニ,33.778333333333336,130.865,55
67,0948,東城,a,広島県,0.0,,,0,0.0,東城,67126,東城,トウジョウ,34.895,133.27666666666667,310
82,1657,小呂島,a,福岡県,0.0,,,0,0.0,小呂島,82036,小呂島,オロノシマ,33.86333333333333,130.035,49
81,1614,鹿野,a,山口県,0.0,,,0,0.0,鹿野,81228,鹿野,カノ,34.225,131.815,368
11,0002,沓形,a,宗谷地方,0.0,0.0,0.0,10,1.0,沓形,11151,沓形,クツガタ,45.178333333333335,141.13833333333332,14
65,1172,色川,a,和歌山県,0.0,,,0,0.0,色川,65311,色川,イロカワ,33.675,135.84833333333333,275
24,47428,江差,s,檜山地方,0.0,0.0,0.0,10,1.0,江差,24217,江差,エサシ,41.86666666666667,140.12333333333333,4
31,0174,大鰐,a,青森県,0.0,,,0,0.0,大鰐,31551,大鰐,オオワニ,40.53,140.555,63
31,0177,休屋,a,青森県,0.0,0.0,0.0,10,1.0,休屋,31662,休屋,ヤスミヤ,40.42666666666667,140.89833333333334,414
31,1026,今別,a,青森県,0.0,0.0,0.0,10,1.0,今別,31136,今別,イマベツ,41.18,140.48166666666665,30
31,1027,六ケ所,a,青森県,0.0,0.0,0.0,10,1.0,六ケ所,31336,六ケ所,ロッカショ,40.885,141.27166666666668,80
31,1041,大間,a,青森県,0.0,0.0,0.0,10,1.0,大間,31001,大間,オオマ,41.526666666666664,140.91166666666666,14
31,1042,大和山,a,青森県,0.0,,,0,0.0,大和山,31321,大和山,ヤマトヤマ,40.848333333333336,140.985,137
31,1079,酸ケ湯,a,青森県,0.0,0.0,0.0,10,1.0,酸ケ湯,31482,酸ケ湯,スカユ,40.64833333333333,140.84833333333333,890
31,1108,岳,a,青森県,0.0,,,0,0.0,岳,31451,岳,ダケ,40.62833333333333,140.26333333333332,438
31,1122,小田野沢,a,青森県,0.0,0.0,0.0,10,1.0,小田野沢,31121,小田野沢,オダノサワ,41.235,141.39666666666668,6
31,1124,脇野沢,a,青森県,0.0,0.0,0.0,10,1.0,脇野沢,31156,脇野沢,ワキノサワ,41.145,140.82166666666666,15
31,1183,七戸,a,青森県,0.0,,,0,0.0,七戸,31411,七戸,シチノヘ,40.708333333333336,141.12833333333333,57
31,1272,戸来,a,青森県,0.0,,,0,0.0,戸来,31671,戸来,ヘライ,40.468333333333334,141.17666666666668,125
31,1406,温川,a,青森県,0.0,,,0,0.0,温川,31562,温川,ヌルカワ,40.515,140.78333333333333,404
31,1559,湯野川,a,青森県,0.0,,,0,0.0,湯野川,31036,湯野川,ユノカワ,41.31333333333333,140.95666666666668,162
32,0181,陣場,a,秋田県,0.0,,,0,0.0,陣場,32091,陣場,ジンバ,40.415,140.61,218
32,0204,湯の岱,a,秋田県,0.0,0.0,0.0,10,1.0,湯の岱,32771,湯の岱,ユノタイ,38.96,140.52833333333334,335
32,1109,東成瀬,a,秋田県,0.0,,,0,0.0,東成瀬,32701,東成瀬,ヒガシナルセ,39.178333333333335,140.64833333333334,191
32,1115,比立内,a,秋田県,0.0,,,0,0.0,比立内,32312,比立内,ヒタチナイ,39.903333333333336,140.45,210
32,1167,鎧畑,a,秋田県,0.0,,,0,0.0,鎧畑,32426,鎧畑,ヨロイバタ,39.775,140.665,281
32,1273,藤里,a,秋田県,0.0,,,0,0.0,藤里,32071,藤里,フジサト,40.32,140.29333333333332,68
32,1278,桧木内,a,秋田県,0.0,,,0,0.0,桧木内,32376,桧木内,ヒノキナイ,39.81166666666667,140.585,255
31,0160,蟹田,a,青森県,0.0,0.0,0.0,10,1.0,蟹田,31201,蟹田,カニタ,41.045,140.63333333333333,5
24,1513,米岡,a,檜山地方,0.0,0.0,0.0,10,1.0,米岡,24156,米岡,ヨネオカ：奥尻空港,42.071666666666665,139.43166666666667,49
32,1407,笹子,a,秋田県,0.0,,,0,0.0,笹子,32681,笹子,ジネゴ,39.10166666666667,140.28666666666666,223
24,1205,石崎,a,檜山地方,0.0,,,0,0.0,石崎,24236,石崎,イシザキ,41.7,140.02833333333334,5
22,1288,中杵臼,a,日高地方,0.0,0.0,0.0,10,1.0,中杵臼,22306,中杵臼,ナカキネウス,42.223333333333336,142.94833333333332,98
22,1340,えりも岬,a,日高地方,0.0,0.0,0.0,10,1.0,えりも岬,22391,えりも岬,エリモミサキ,41.925,143.24333333333334,63
22,1430,旭,a,日高地方,0.0,,,0,0.0,旭,22106,旭,アサヒ,42.62833333333333,142.39333333333335,245
22,47426,浦河,s,日高地方,0.0,0.0,0.0,10,1.0,浦河,22327,浦河,ウラカワ,42.16166666666667,142.77666666666667,37
23,0143,長万部,a,渡島地方,0.0,0.0,0.0,10,1.0,長万部,23031,長万部,オシャマンベ,42.516666666666666,140.37333333333333,6
23,0144,八雲,a,渡島地方,0.0,0.0,0.0,10,1.0,八雲,23086,八雲,ヤクモ,42.251666666666665,140.27166666666668,8
23,0145,森,a,渡島地方,0.0,0.0,0.0,10,1.0,森,23166,森,モリ,42.06666666666667,140.58833333333334,125
23,0146,大沼,a,渡島地方,0.0,,,0,0.0,大沼,23191,大沼,オオヌマ,41.97666666666667,140.715,165
23,0147,川汲,a,渡島地方,0.0,0.0,0.0,10,1.0,川汲,23206,川汲,カックミ,41.906666666666666,140.97,31
23,0148,北斗,a,渡島地方,0.0,0.0,0.0,10,1.0,北斗,23226,北斗,ホクト,41.88666666666667,140.65333333333334,25
23,0152,松前,a,渡島地方,0.0,0.0,0.0,10,1.0,松前,23376,松前,マツマエ,41.42333333333333,140.08666666666667,30
23,0155,熊石,a,渡島地方,0.0,0.0,0.0,10,1.0,熊石,24141,熊石,クマイシ,42.12833333333333,139.985,12
23,0917,木古内,a,渡島地方,0.0,0.0,0.0,10,1.0,木古内,23326,木古内,キコナイ,41.68,140.43666666666667,10
23,1265,千軒,a,渡島地方,0.0,,,0,0.0,千軒,23356,千軒,センゲン,41.55833333333333,140.27166666666668,100
23,1462,高松,a,渡島地方,0.0,0.0,0.0,10,1.0,高松,23281,高松,タカマツ：函館空港,41.77,140.82166666666666,34
23,1543,戸井泊,a,渡島地方,0.0,,,0,0.0,戸井泊,23291,戸井泊,トイトマリ,41.71666666666667,141.00333333333333,20
23,1552,知内,a,渡島地方,0.0,,,0,0.0,知内,23321,知内,シリウチ,41.598333333333336,140.375,24
24,0153,せたな,a,檜山地方,0.0,0.0,0.0,10,1.0,せたな,24041,せたな,セタナ,42.45,139.85166666666666,10
24,0154,今金,a,檜山地方,0.0,0.0,0.0,10,1.0,今金,24051,今金,イマカネ,42.428333333333335,140.00833333333333,19
24,0156,潮見,a,檜山地方,0.0,,,0,0.0,潮見,24166,潮見,シオミ,42.038333333333334,140.08833333333334,50
24,1199,奥尻,a,檜山地方,0.0,0.0,0.0,10,1.0,奥尻,24101,奥尻,オクシリ,42.248333333333335,139.55666666666667,5
32,1289,八幡平,a,秋田県,0.0,0.0,0.0,10,1.0,八幡平,32266,八幡平,ハチマンタイ,40.013333333333335,140.80166666666668,578
32,1408,藤原,a,秋田県,0.0,,,0,0.0,藤原,32096,藤原,フジワラ,40.35333333333333,140.78,280
22,1264,幌満,a,日高地方,0.0,,,0,0.0,幌満,22366,幌満,ホロマン,42.07666666666667,143.035,0
34,1290,江ノ島,a,宮城県,0.0,0.0,0.0,6,0.6,江ノ島,,,,,,
34,1365,泉ケ岳,a,宮城県,0.0,,,0,0.0,泉ケ岳,34262,泉ケ岳,イズミガダケ,38.406666666666666,140.72166666666666,630
34,1526,鴬沢,a,宮城県,0.0,,,0,0.0,鴬沢,34056,鴬沢,ウグイスザワ,38.805,140.94833333333332,33
34,1561,加美,a,宮城県,0.0,,,0,0.0,加美,34206,加美,カミ,38.571666666666665,140.72666666666666,195
34,1632,岩沼,a,宮城県,0.0,,,0,0.0,岩沼,,,,,,
35,0266,瀬見,a,山形県,0.0,,,0,0.0,瀬見,35171,瀬見,セミ,38.755,140.41333333333333,150
35,0268,櫛引,a,山形県,0.0,,,0,0.0,櫛引,35201,櫛引,クシビキ,38.67166666666667,139.84833333333333,33
35,1038,上草津,a,山形県,0.0,,,0,0.0,上草津,,,,,,
35,1125,肘折,a,山形県,0.0,0.0,0.0,10,1.0,肘折,35216,肘折,ヒジオリ,38.60666666666667,140.16333333333333,330
35,1357,荒沢,a,山形県,0.0,,,0,0.0,荒沢,,,,,,
35,1372,中津川,a,山形県,0.0,,,0,0.0,中津川,35537,中津川,ナカツガワ,37.91,139.84333333333333,390
35,1562,上山中山,a,山形県,0.0,,,0,0.0,上山中山,35466,上山中山,カミノヤマナカヤマ,38.11666666666667,140.21333333333334,270
35,1664,酒田大沢,a,山形県,0.0,,,0,0.0,酒田大沢,35056,酒田大沢,サカタオオサワ,38.965,139.99833333333333,65
36,0288,原町,a,福島県,0.0,,,0,0.0,原町,36231,原町,ハラマチ,37.638333333333335,140.98333333333332,17
36,0290,猪苗代,a,福島県,0.0,0.0,0.0,10,1.0,猪苗代,36276,猪苗代,イナワシロ,37.55166666666667,140.10833333333332,519
36,0300,富岡,a,福島県,0.0,,,0,0.0,富岡,36511,富岡,トミオカ,37.346666666666664,141.01666666666668,50
36,0310,平,a,福島県,0.0,,,0,0.0,平,36781,平,タイラ,37.065,140.87666666666667,12
36,1116,鷲倉,a,福島県,0.0,0.0,0.0,10,1.0,鷲倉,36196,鷲倉,ワシクラ,37.66833333333334,140.26,1220
36,1130,飯舘,a,福島県,0.0,0.0,0.0,10,1.0,飯舘,36221,飯舘,イイタテ,37.665,140.72666666666666,463
36,1150,津島,a,福島県,0.0,,,0,0.0,津島,36307,津島,ツシマ,37.56,140.75333333333333,400
36,1268,長沼,a,福島県,0.0,,,0,0.0,長沼,36571,長沼,ナガヌマ,37.288333333333334,140.21833333333333,317
36,1269,舘岩,a,福島県,0.0,,,0,0.0,舘岩,36726,舘岩,タテイワ,37.09166666666667,139.53166666666667,690
34,1298,筆甫,a,宮城県,0.0,,,0,0.0,筆甫,34526,筆甫,ヒッポ,37.82666666666667,140.72833333333332,305
34,1126,駒ノ湯,a,宮城県,0.0,0.0,0.0,10,1.0,駒ノ湯,34012,駒ノ湯,コマノユ,38.913333333333334,140.82833333333335,532
32,1422,男鹿真山,a,秋田県,0.0,,,0,0.0,男鹿真山,32276,男鹿真山,オガシンザン,39.93833333333333,139.78166666666667,84
34,0985,雄勝,a,宮城県,0.0,,,0,0.0,雄勝,34241,雄勝,オガツ,38.52,141.465,24
32,1425,仁別,a,秋田県,0.0,,,0,0.0,仁別,32408,仁別,ニベツ,39.8,140.21666666666667,179
32,1652,田沢湖高原,a,秋田県,0.0,,,0,0.0,田沢湖高原,32431,田沢湖高原,タザワココウゲン,39.778333333333336,140.76166666666666,652
33,0226,豊沢,a,岩手県,0.0,,,0,0.0,豊沢,33566,豊沢,トヨサワ,39.48,140.96833333333333,300
33,0229,湯田,a,岩手県,0.0,0.0,0.0,10,1.0,湯田,33631,湯田,ユダ,39.31,140.77666666666667,250
33,1028,祭畤,a,岩手県,0.0,,,0,0.0,祭畤,33831,祭畤,マツルベ,39.01166666666666,140.865,350
33,1037,大野,a,岩手県,0.0,,,0,0.0,大野,33086,大野,オオノ,40.281666666666666,141.66666666666666,200
33,1045,衣川,a,岩手県,0.0,,,0,0.0,衣川,33841,衣川,コロモガワ,39.05,141.045,75
33,1078,薮川,a,岩手県,0.0,0.0,0.0,10,1.0,薮川,33371,薮川,ヤブカワ,39.78333333333333,141.32833333333335,680
33,1113,米里,a,岩手県,0.0,,,0,0.0,米里,33726,米里,ヨネサト,39.233333333333334,141.31,170
33,1118,沢内,a,岩手県,0.0,0.0,0.0,10,1.0,沢内,33486,沢内,サワウチ,39.54833333333333,140.84333333333333,407
33,1168,葛根田,a,岩手県,0.0,,,0,0.0,葛根田,33351,葛根田,カッコンダ,39.776666666666664,140.945,350
33,1215,奥中山,a,岩手県,0.0,0.0,0.0,10,1.0,奥中山,33176,奥中山,オクナカヤマ,40.06,141.225,430
33,1332,下戸鎖,a,岩手県,0.0,,,0,0.0,下戸鎖,33201,下戸鎖,シモトクサリ,40.085,141.71166666666667,232
33,1447,区界,a,岩手県,0.0,0.0,0.0,10,1.0,区界,33441,区界,クザカイ,39.65,141.35333333333332,734
33,1508,大槌,a,岩手県,0.0,,,0,0.0,大槌,33611,大槌,オオツチ,39.43833333333333,141.80666666666667,120
33,1557,大東,a,岩手県,0.0,,,0,0.0,大東,33856,大東,ダイトウ,39.038333333333334,141.29666666666665,140
33,1558,金ケ崎,a,岩手県,0.0,,,0,0.0,金ケ崎,33711,金ケ崎,カネガサキ,39.225,141.015,170
33,1560,滝沢,a,岩手県,0.0,,,0,0.0,滝沢,33361,滝沢,タキザワ,39.78,141.09666666666666,210
33,1563,附馬牛,a,岩手県,0.0,,,0,0.0,附馬牛,33596,附馬牛,ツキモウシ,39.45666666666666,141.50666666666666,440
33,1627,刈屋,a,岩手県,0.0,,,0,0.0,刈屋,,,,,,
33,1653,一方井,a,岩手県,0.0,,,0,0.0,一方井,33231,一方井,イッカタイ,39.973333333333336,141.16666666666666,285
22,1276,目黒,a,日高地方,0.0,,,0,0.0,目黒,22356,目黒,メグロ,42.12833333333333,143.31166666666667,7
22,1198,三石,a,日高地方,0.0,0.0,0.0,10,1.0,三石,22291,三石,ミツイシ,42.245,142.66166666666666,10
36,1282,桧原,a,福島県,0.0,0.0,0.0,10,1.0,桧原,36106,桧原,ヒバラ,37.721666666666664,140.05833333333334,824
13,1213,焼尻,a,留萌地方,0.0,0.0,0.0,10,1.0,焼尻,13146,焼尻,ヤギシリ,44.428333333333335,141.42166666666665,38
13,47404,羽幌,s,留萌地方,0.0,0.0,0.0,10,1.0,羽幌,13181,羽幌,ハボロ,44.36333333333334,141.7,8
14,0032,手稲山,a,石狩地方,0.0,,,0,0.0,手稲山,14157,手稲山,テイネヤマ,43.083333333333336,141.20166666666665,568
14,0034,小金湯,a,石狩地方,0.0,,,0,0.0,小金湯,14191,小金湯,コガネユ,42.96333333333333,141.21666666666667,230
14,0035,恵庭島松,a,石狩地方,0.0,0.0,0.0,10,1.0,恵庭島松,14206,恵庭島松,エニワシママツ,42.92666666666667,141.565,30
14,0037,支笏湖畔,a,石狩地方,0.0,0.0,0.0,10,1.0,支笏湖畔,14286,支笏湖畔,シコツコハン,42.77166666666667,141.40666666666667,290
14,1193,浜益,a,石狩地方,0.0,0.0,0.0,10,1.0,浜益,14026,浜益,ハママス,43.58166666666666,141.38666666666666,3
14,1459,千歳,a,石狩地方,0.0,0.0,0.0,10,1.0,千歳,14296,千歳,チトセ：新千歳空港,42.775,141.69166666666666,22
15,1068,栗沢,a,空知地方,0.0,,,0,0.0,栗沢,15391,栗沢,クリサワ,43.12166666666667,141.745,20
15,1400,浦臼,a,空知地方,0.0,,,0,0.0,浦臼,15276,浦臼,ウラウス,43.428333333333335,141.80833333333334,25
15,1401,鹿島,a,空知地方,0.0,,,0,0.0,鹿島,15451,鹿島,カシマ,43.08,142.1,310
15,1402,沼の沢,a,空知地方,0.0,,,0,0.0,沼の沢,15491,沼の沢,ヌマノサワ,42.96,142.02,161
15,1419,新城,a,空知地方,0.0,,,0,0.0,新城,15216,新城,シンジョウ,43.611666666666665,142.20333333333335,147
15,1566,赤平,a,空知地方,0.0,,,0,0.0,赤平,15247,赤平,アカビラ,43.553333333333335,142.06666666666666,120
15,1567,雨竜,a,空知地方,0.0,,,0,0.0,雨竜,15197,雨竜,ウリュウ,43.66,141.89166666666668,42
16,0052,余市,a,後志地方,0.0,0.0,0.0,10,1.0,余市,16076,余市,ヨイチ,43.181666666666665,140.75833333333333,20
16,0060,喜茂別,a,後志地方,0.0,0.0,0.0,10,1.0,喜茂別,16286,喜茂別,キモベツ,42.79333333333334,140.94833333333332,264
16,0061,黒松内,a,後志地方,0.0,0.0,0.0,10,1.0,黒松内,16321,黒松内,クロマツナイ,42.663333333333334,140.31,27
16,1072,真狩,a,後志地方,0.0,0.0,0.0,10,1.0,真狩,16281,真狩,マッカリ,42.775,140.88,440
16,1091,赤井川,a,後志地方,0.0,,,0,0.0,赤井川,16126,赤井川,アカイガワ,43.083333333333336,140.82,148
16,1208,神恵内,a,後志地方,0.0,0.0,0.0,10,1.0,神恵内,16061,神恵内,カモエナイ,43.145,140.42333333333335,50
16,1615,ニセコ,a,後志地方,0.0,,,0,0.0,ニセコ,16272,ニセコ,ニセコ,42.778333333333336,140.66666666666666,113
13,1216,初山別,a,留萌地方,0.0,0.0,0.0,10,1.0,初山別,13121,初山別,ショサンベツ,44.52333333333333,141.77,27
13,1112,古丹別,a,留萌地方,0.0,,,0,0.0,古丹別,13206,古丹別,コタンベツ,44.265,141.72166666666666,15
16,47433,倶知安,s,後志地方,0.0,0.0,0.0,10,1.0,倶知安,16217,倶知安,クッチャン,42.9,140.75666666666666,176
13,0028,増毛,a,留萌地方,0.0,0.0,0.0,10,1.0,増毛,13311,増毛,マシケ,43.848333333333336,141.51,20
11,1054,豊富,a,宗谷地方,0.0,0.0,0.0,10,1.0,豊富,11176,豊富,トヨトミ,45.10166666666667,141.78,14
11,1203,沼川,a,宗谷地方,0.0,0.0,0.0,10,1.0,沼川,11121,沼川,ヌマカワ,45.248333333333335,141.85166666666666,23
11,1284,宗谷岬,a,宗谷地方,0.0,0.0,0.0,10,1.0,宗谷岬,11001,宗谷岬,ソウヤミサキ,45.52,141.935,26
11,1285,浜鬼志別,a,宗谷地方,0.0,0.0,0.0,10,1.0,浜鬼志別,11076,浜鬼志別,ハマオニシベツ,45.335,142.17,13
11,1512,本泊,a,宗谷地方,0.0,0.0,0.0,10,1.0,本泊,11091,本泊,モトドマリ：利尻空港,45.24166666666667,141.18666666666667,30
11,1528,声問,a,宗谷地方,0.0,0.0,0.0,10,1.0,声問,11061,声問,コエトイ：稚内空港,45.403333333333336,141.80166666666668,8
11,1546,礼文,a,宗谷地方,0.0,0.0,0.0,10,1.0,礼文,11046,礼文,レブン,45.305,141.045,65
11,1573,幌延,a,宗谷地方,0.0,,,0,0.0,幌延,13011,幌延,ホロノベ,45.00666666666667,141.85166666666666,5
11,47401,稚内,s,宗谷地方,0.0,0.0,0.0,10,1.0,稚内,11016,稚内,ワッカナイ,45.415,141.67833333333334,3
11,47402,北見枝幸,s,宗谷地方,0.0,0.0,0.0,10,1.0,北見枝幸,11291,北見枝幸,キタミエサシ,44.94,142.585,7
12,0009,西風連,a,上川地方,0.0,,,0,0.0,西風連,12217,西風連,ニシフウレン,44.295,142.35833333333332,128
12,0017,瑞穂,a,上川地方,0.0,,,0,0.0,瑞穂,12457,瑞穂,ミズホ,43.736666666666665,142.63833333333332,289
12,0020,白金,a,上川地方,0.0,,,0,0.0,白金,12607,白金,シロガネ,43.475,142.65,658
12,1049,層雲峡,a,上川地方,0.0,,,0,0.0,層雲峡,12471,層雲峡,ソウウンキョウ,43.75333333333333,142.93,540
12,1189,占冠,a,上川地方,0.0,0.0,0.0,10,1.0,占冠,12746,占冠,シムカップ,42.97833333333333,142.395,332
12,1279,朱鞠内,a,上川地方,0.0,0.0,0.0,10,1.0,朱鞠内,15041,朱鞠内,シュマリナイ,44.281666666666666,142.16166666666666,255
12,1570,小車,a,上川地方,0.0,,,0,0.0,小車,12066,小車,オグルマ,44.608333333333334,142.295,60
12,1572,剣淵,a,上川地方,0.0,,,0,0.0,剣淵,12256,剣淵,ケンブチ,44.10666666666667,142.35333333333332,138
12,1574,金山,a,上川地方,0.0,,,0,0.0,金山,12686,金山,カナヤマ,43.138333333333335,142.41666666666666,284
13,0024,天塩,a,留萌地方,0.0,0.0,0.0,10,1.0,天塩,13061,天塩,テシオ,44.89333333333333,141.76166666666666,9
13,0025,遠別,a,留萌地方,0.0,0.0,0.0,10,1.0,遠別,13086,遠別,エンベツ,44.718333333333334,141.80666666666667,7
16,47421,寿都,s,後志地方,0.0,0.0,0.0,10,1.0,寿都,16252,寿都,スッツ,42.795,140.22333333333333,33
17,0063,興部,a,網走・北見・紋別地方,0.0,0.0,0.0,10,1.0,興部,17076,興部,オコッペ,44.47,143.10833333333332,8
22,1097,仁世宇,a,日高地方,0.0,,,0,0.0,仁世宇,22072,仁世宇,ニセウ,42.77166666666667,142.35833333333332,150
20,1405,押帯,a,十勝地方,0.0,,,0,0.0,押帯,20331,押帯,オショップ,43.115,143.44333333333333,104
20,1410,上螺湾,a,十勝地方,0.0,,,0,0.0,上螺湾,20222,上螺湾,カミラワン,43.318333333333335,143.80166666666668,232
20,1418,留真,a,十勝地方,0.0,,,0,0.0,留真,20451,留真,ルシン,42.916666666666664,143.66166666666666,40
20,1571,三股,a,十勝地方,0.0,,,0,0.0,三股,20047,三股,ミツマタ,43.51,143.14833333333334,660
21,0123,安平,a,胆振地方,0.0,,,0,0.0,安平,21031,安平,アビラ,42.815,141.82833333333335,33
21,0124,厚真,a,胆振地方,0.0,0.0,0.0,10,1.0,厚真,21111,厚真,アツマ,42.73,141.88833333333332,20
