prec_no,block_no,name,kind,pref_name,year,hot_days,flag
19,1403,塘路,a,釧路地方,2024,,///
19,1403,塘路,a,釧路地方,2025,,///
19,1417,茶内原野,a,釧路地方,2016,,///
19,1417,茶内原野,a,釧路地方,2017,,///
19,1417,茶内原野,a,釧路地方,2018,,///
19,1417,茶内原野,a,釧路地方,2019,,///
19,1417,茶内原野,a,釧路地方,2020,,///
19,1417,茶内原野,a,釧路地方,2021,,///
19,1417,茶内原野,a,釧路地方,2022,,///
19,1417,茶内原野,a,釧路地方,2023,,///
19,1417,茶内原野,a,釧路地方,2024,,///
19,1417,茶内原野,a,釧路地方,2025,,///
19,1461,鶴丘,a,釧路地方,2016,0.0,
19,1461,鶴丘,a,釧路地方,2017,0.0,
19,1461,鶴丘,a,釧路地方,2018,0.0,
19,1461,鶴丘,a,釧路地方,2019,0.0,
19,1461,鶴丘,a,釧路地方,2020,0.0,
19,1461,鶴丘,a,釧路地方,2021,0.0,
19,1461,鶴丘,a,釧路地方,2022,0.0,
19,1461,鶴丘,a,釧路地方,2023,0.0,
19,1461,鶴丘,a,釧路地方,2024,0.0,
19,1461,鶴丘,a,釧路地方,2025,0.0,
19,47418,釧路,s,釧路地方,2016,0.0,
19,47418,釧路,s,釧路地方,2017,0.0,
19,47418,釧路,s,釧路地方,2018,0.0,
19,47418,釧路,s,釧路地方,2019,0.0,
19,47418,釧路,s,釧路地方,2020,0.0,
19,47418,釧路,s,釧路地方,2021,0.0,
19,47418,釧路,s,釧路地方,2022,0.0,
19,47418,釧路,s,釧路地方,2023,0.0,
19,47418,釧路,s,釧路地方,2024,0.0,
19,47418,釧路,s,釧路地方,2025,0.0,
20,0101,陸別,a,十勝地方,2016,0.0,
20,0101,陸別,a,十勝地方,2017,0.0,
20,0101,陸別,a,十勝地方,2018,0.0,
20,0101,陸別,a,十勝地方,2019,1.0,
20,0101,陸別,a,十勝地方,2020,0.0,
20,0101,陸別,a,十勝地方,2021,2.0,
20,0101,陸別,a,十勝地方,2022,0.0,
20,0101,陸別,a,十勝地方,2023,0.0,
20,0101,陸別,a,十勝地方,2024,0.0,
20,0101,陸別,a,十勝地方,2025,2.0,
20,0103,ぬかびら源泉郷,a,十勝地方,2016,0.0,
20,0103,ぬかびら源泉郷,a,十勝地方,2017,0.0,
20,0103,ぬかびら源泉郷,a,十勝地方,2018,0.0,
20,0103,ぬかびら源泉郷,a,十勝地方,2019,0.0,
20,0103,ぬかびら源泉郷,a,十勝地方,2020,0.0,
20,0103,ぬかびら源泉郷,a,十勝地方,2021,0.0,
20,0103,ぬかびら源泉郷,a,十勝地方,2022,0.0,
20,0103,ぬかびら源泉郷,a,十勝地方,2023,0.0,
20,0103,ぬかびら源泉郷,a,十勝地方,2024,0.0,
20,0103,ぬかびら源泉郷,a,十勝地方,2025,0.0,
20,0107,上士幌,a,十勝地方,2016,0.0,
20,0107,上士幌,a,十勝地方,2017,0.0,
20,0107,上士幌,a,十勝地方,2018,0.0,
20,0107,上士幌,a,十勝地方,2019,1.0,
20,0107,上士幌,a,十勝地方,2020,0.0,
20,0107,上士幌,a,十勝地方,2021,1.0,
20,0107,上士幌,a,十勝地方,2022,0.0,
20,0107,上士幌,a,十勝地方,2023,1.0,
20,0107,上士幌,a,十勝地方,2024,0.0,
20,0107,上士幌,a,十勝地方,2025,1.0,
20,0109,足寄,a,十勝地方,2016,0.0,
20,0109,足寄,a,十勝地方,2017,5.0,
20,0109,足寄,a,十勝地方,2018,1.0,
20,0109,足寄,a,十勝地方,2019,4.0,
20,0109,足寄,a,十勝地方,2020,1.0,
20,0109,足寄,a,十勝地方,2021,7.0,
20,0109,足寄,a,十勝地方,2022,0.0,
20,0109,足寄,a,十勝地方,2023,5.0,
20,0109,足寄,a,十勝地方,2024,1.0,
20,0109,足寄,a,十勝地方,2025,6.0,
20,0112,本別,a,十勝地方,2016,0.0,
20,0112,本別,a,十勝地方,2017,5.0,
20,0112,本別,a,十勝地方,2018,0.0,
20,0112,本別,a,十勝地方,2019,3.0,
20,0112,本別,a,十勝地方,2020,1.0,
20,0112,本別,a,十勝地方,2021,5.0,
20,0112,本別,a,十勝地方,2022,0.0,
20,0112,本別,a,十勝地方,2023,5.0,
20,0112,本別,a,十勝地方,2024,2.0,
20,0112,本別,a,十勝地方,2025,5.0,
20,0113,新得,a,十勝地方,2016,0.0,
20,0113,新得,a,十勝地方,2017,0.0,
20,0113,新得,a,十勝地方,2018,0.0,
20,0113,新得,a,十勝地方,2019,1.0,
20,0113,新得,a,十勝地方,2020,0.0,
20,0113,新得,a,十勝地方,2021,2.0,
20,0113,新得,a,十勝地方,2022,0.0,
20,0113,新得,a,十勝地方,2023,1.0,]
20,0113,新得,a,十勝地方,2024,1.0,
20,0113,新得,a,十勝地方,2025,3.0,
20,0114,鹿追,a,十勝地方,2016,0.0,
20,0114,鹿追,a,十勝地方,2017,0.0,
20,0114,鹿追,a,十勝地方,2018,0.0,
20,0114,鹿追,a,十勝地方,2019,1.0,
20,0114,鹿追,a,十勝地方,2020,0.0,
20,0114,鹿追,a,十勝地方,2021,1.0,
20,0114,鹿追,a,十勝地方,2022,0.0,
20,0114,鹿追,a,十勝地方,2023,1.0,
20,0114,鹿追,a,十勝地方,2024,1.0,
20,0114,鹿追,a,十勝地方,2025,2.0,
20,0115,芽室,a,十勝地方,2016,0.0,
20,0115,芽室,a,十勝地方,2017,3.0,
20,0115,芽室,a,十勝地方,2018,0.0,]
20,0115,芽室,a,十勝地方,2019,4.0,
20,0115,芽室,a,十勝地方,2020,0.0,
20,0115,芽室,a,十勝地方,2021,4.0,
20,0115,芽室,a,十勝地方,2022,0.0,
20,0115,芽室,a,十勝地方,2023,1.0,
20,0115,芽室,a,十勝地方,2024,1.0,
20,0115,芽室,a,十勝地方,2025,5.0,]
20,0117,池田,a,十勝地方,2016,0.0,
20,0117,池田,a,十勝地方,2017,3.0,
20,0117,池田,a,十勝地方,2018,0.0,
20,0117,池田,a,十勝地方,2019,2.0,
20,0117,池田,a,十勝地方,2020,0.0,
20,0117,池田,a,十勝地方,2021,1.0,
20,0117,池田,a,十勝地方,2022,0.0,
20,0117,池田,a,十勝地方,2023,7.0,
20,0117,池田,a,十勝地方,2024,1.0,
20,0117,池田,a,十勝地方,2025,5.0,
20,0118,浦幌,a,十勝地方,2016,0.0,
20,0118,浦幌,a,十勝地方,2017,2.0,
20,0118,浦幌,a,十勝地方,2018,0.0,
20,0118,浦幌,a,十勝地方,2019,3.0,
20,0118,浦幌,a,十勝地方,2020,0.0,
20,0118,浦幌,a,十勝地方,2021,0.0,
20,0118,浦幌,a,十勝地方,2022,0.0,
20,0118,浦幌,a,十勝地方,2023,2.0,
20,0118,浦幌,a,十勝地方,2024,1.0,
20,0118,浦幌,a,十勝地方,2025,4.0,
20,0121,大樹,a,十勝地方,2016,0.0,
20,0121,大樹,a,十勝地方,2017,0.0,
20,0121,大樹,a,十勝地方,2018,0.0,
20,0121,大樹,a,十勝地方,2019,0.0,
20,0121,大樹,a,十勝地方,2020,0.0,
20,0121,大樹,a,十勝地方,2021,0.0,
20,0121,大樹,a,十勝地方,2022,0.0,
20,0121,大樹,a,十勝地方,2023,1.0,
20,0121,大樹,a,十勝地方,2024,0.0,
20,0121,大樹,a,十勝地方,2025,2.0,
20,1204,駒場,a,十勝地方,2016,0.0,
20,1204,駒場,a,十勝地方,2017,4.0,
20,1204,駒場,a,十勝地方,2018,0.0,
20,1204,駒場,a,十勝地方,2019,3.0,
20,1204,駒場,a,十勝地方,2020,0.0,
20,1204,駒場,a,十勝地方,2021,1.0,
20,1204,駒場,a,十勝地方,2022,0.0,
20,1204,駒場,a,十勝地方,2023,1.0,
20,1204,駒場,a,十勝地方,2024,0.0,
20,1204,駒場,a,十勝地方,2025,4.0,
20,1210,上札内,a,十勝地方,2016,0.0,
20,1210,上札内,a,十勝地方,2017,0.0,
20,1210,上札内,a,十勝地方,2018,0.0,
20,1210,上札内,a,十勝地方,2019,1.0,
20,1210,上札内,a,十勝地方,2020,0.0,
20,1210,上札内,a,十勝地方,2021,1.0,
20,1210,上札内,a,十勝地方,2022,0.0,
20,1210,上札内,a,十勝地方,2023,0.0,
20,1210,上札内,a,十勝地方,2024,0.0,
20,1210,上札内,a,十勝地方,2025,1.0,
20,1211,更別,a,十勝地方,2016,0.0,
20,1211,更別,a,十勝地方,2017,2.0,
20,1211,更別,a,十勝地方,2018,0.0,
20,1211,更別,a,十勝地方,2019,2.0,
20,1211,更別,a,十勝地方,2020,1.0,
20,1211,更別,a,十勝地方,2021,1.0,
20,1211,更別,a,十勝地方,2022,0.0,
20,1211,更別,a,十勝地方,2023,3.0,
20,1211,更別,a,十勝地方,2024,0.0,
20,1211,更別,a,十勝地方,2025,2.0,
20,1214,大津,a,十勝地方,2016,0.0,
20,1214,大津,a,十勝地方,2017,0.0,
20,1214,大津,a,十勝地方,2018,0.0,
20,1214,大津,a,十勝地方,2019,0.0,
20,1214,大津,a,十勝地方,2020,0.0,
20,1214,大津,a,十勝地方,2021,0.0,
20,1214,大津,a,十勝地方,2022,0.0,
20,1214,大津,a,十勝地方,2023,0.0,
20,1214,大津,a,十勝地方,2024,0.0,
20,1214,大津,a,十勝地方,2025,1.0,
20,1286,糠内,a,十勝地方,2016,0.0,
20,1286,糠内,a,十勝地方,2017,3.0,
20,1286,糠内,a,十勝地方,2018,0.0,
20,1286,糠内,a,十勝地方,2019,3.0,
20,1286,糠内,a,十勝地方,2020,1.0,
20,1286,糠内,a,十勝地方,2021,2.0,
20,1286,糠内,a,十勝地方,2022,0.0,
20,1286,糠内,a,十勝地方,2023,3.0,
20,1286,糠内,a,十勝地方,2024,1.0,
20,1286,糠内,a,十勝地方,2025,6.0,
20,1404,小利別,a,十勝地方,2016,,///
20,1404,小利別,a,十勝地方,2017,,///
20,1404,小利別,a,十勝地方,2018,,///
20,1404,小利別,a,十勝地方,2019,,///
20,1404,小利別,a,十勝地方,2020,,///
20,1404,小利別,a,十勝地方,2021,,///
20,1404,小利別,a,十勝地方,2022,,///
20,1404,小利別,a,十勝地方,2023,,///
20,1404,小利別,a,十勝地方,2024,,///
20,1404,小利別,a,十勝地方,2025,,///
20,1405,押帯,a,十勝地方,2016,,///
20,1405,押帯,a,十勝地方,2017,,///
20,1405,押帯,a,十勝地方,2018,,///
20,1405,押帯,a,十勝地方,2019,,///
20,1405,押帯,a,十勝地方,2020,,///
20,1405,押帯,a,十勝地方,2021,,///
20,1405,押帯,a,十勝地方,2022,,///
20,1405,押帯,a,十勝地方,2023,,///
20,1405,押帯,a,十勝地方,2024,,///
20,1405,押帯,a,十勝地方,2025,,///
20,1409,柏倉,a,十勝地方,2016,,///
20,1409,柏倉,a,十勝地方,2017,,///
20,1409,柏倉,a,十勝地方,2018,,///
20,1409,柏倉,a,十勝地方,2019,,///
20,1409,柏倉,a,十勝地方,2020,,///
20,1409,柏倉,a,十勝地方,2021,,///
20,1409,柏倉,a,十勝地方,2022,,///
20,1409,柏倉,a,十勝地方,2023,,///
20,1409,柏倉,a,十勝地方,2024,,///
20,1409,柏倉,a,十勝地方,2025,,///
20,1410,上螺湾,a,十勝地方,2016,,///
20,1410,上螺湾,a,十勝地方,2017,,///
20,1410,上螺湾,a,十勝地方,2018,,///
20,1410,上螺湾,a,十勝地方,2019,,///
20,1410,上螺湾,a,十勝地方,2020,,///
20,1410,上螺湾,a,十勝地方,2021,,///
20,1410,上螺湾,a,十勝地方,2022,,///
20,1410,上螺湾,a,十勝地方,2023,,///
20,1410,上螺湾,a,十勝地方,2024,,///
20,1410,上螺湾,a,十勝地方,2025,,///
20,1418,留真,a,十勝地方,2016,,///
20,1418,留真,a,十勝地方,2017,,///
20,1418,留真,a,十勝地方,2018,,///
20,1418,留真,a,十勝地方,2019,,///
20,1418,留真,a,十勝地方,2020,,///
20,1418,留真,a,十勝地方,2021,,///
20,1418,留真,a,十勝地方,2022,,///
20,1418,留真,a,十勝地方,2023,,///
20,1418,留真,a,十勝地方,2024,,///
20,1418,留真,a,十勝地方,2025,,///
20,1510,帯広泉,a,十勝地方,2016,0.0,
20,1510,帯広泉,a,十勝地方,2017,1.0,
20,1510,帯広泉,a,十勝地方,2018,0.0,
20,1510,帯広泉,a,十勝地方,2019,1.0,
20,1510,帯広泉,a,十勝地方,2020,0.0,
20,1510,帯広泉,a,十勝地方,2021,1.0,
20,1510,帯広泉,a,十勝地方,2022,0.0,
20,1510,帯広泉,a,十勝地方,2023,1.0,
20,1510,帯広泉,a,十勝地方,2024,0.0,
20,1510,帯広泉,a,十勝地方,2025,3.0,
20,1571,三股,a,十勝地方,2016,,///
20,1571,三股,a,十勝地方,2017,,///
20,1571,三股,a,十勝地方,2018,,///
20,1571,三股,a,十勝地方,2019,,///
20,1571,三股,a,十勝地方,2020,,///
20,1571,三股,a,十勝地方,2021,,///
20,1571,三股,a,十勝地方,2022,,///
20,1571,三股,a,十勝地方,2023,,///
20,1571,三股,a,十勝地方,2024,,///
20,1571,三股,a,十勝地方,2025,,///
20,47417,帯広,s,十勝地方,2016,0.0,
20,47417,帯広,s,十勝地方,2017,5.0,
20,47417,帯広,s,十勝地方,2018,0.0,
20,47417,帯広,s,十勝地方,2019,4.0,
20,47417,帯広,s,十勝地方,2020,1.0,
20,47417,帯広,s,十勝地方,2021,3.0,
20,47417,帯広,s,十勝地方,2022,0.0,
20,47417,帯広,s,十勝地方,2023,5.0,
20,47417,帯広,s,十勝地方,2024,2.0,
20,47417,帯広,s,十勝地方,2025,6.0,
20,47440,広尾,s,十勝地方,2016,0.0,
20,47440,広尾,s,十勝地方,2017,0.0,
20,47440,広尾,s,十勝地方,2018,0.0,
20,47440,広尾,s,十勝地方,2019,1.0,
20,47440,広尾,s,十勝地方,2020,0.0,
20,47440,広尾,s,十勝地方,2021,0.0,
20,47440,広尾,s,十勝地方,2022,0.0,
20,47440,広尾,s,十勝地方,2023,1.0,
20,47440,広尾,s,十勝地方,2024,0.0,
20,47440,広尾,s,十勝地方,2025,1.0,
21,0123,安平,a,胆振地方,2016,,///
21,0123,安平,a,胆振地方,2017,,///
21,0123,安平,a,胆振地方,2018,,///
21,0123,安平,a,胆振地方,2019,,///
21,0123,安平,a,胆振地方,2020,,///
21,0123,安平,a,胆振地方,2021,,///
21,0123,安平,a,胆振地方,2022,,///
21,0123,安平,a,胆振地方,2023,,///
21,0123,安平,a,胆振地方,2024,,///
21,0123,安平,a,胆振地方,2025,,///
21,0124,厚真,a,胆振地方,2016,0.0,
21,0124,厚真,a,胆振地方,2017,0.0,
21,0124,厚真,a,胆振地方,2018,0.0,
21,0124,厚真,a,胆振地方,2019,0.0,
21,0124,厚真,a,胆振地方,2020,0.0,
21,0124,厚真,a,胆振地方,2021,0.0,
21,0124,厚真,a,胆振地方,2022,0.0,
21,0124,厚真,a,胆振地方,2023,0.0,
21,0124,厚真,a,胆振地方,2024,0.0,
21,0124,厚真,a,胆振地方,2025,0.0,
21,0125,穂別,a,胆振地方,2016,0.0,
21,0125,穂別,a,胆振地方,2017,0.0,
21,0125,穂別,a,胆振地方,2018,0.0,
21,0125,穂別,a,胆振地方,2019,0.0,
21,0125,穂別,a,胆振地方,2020,0.0,
21,0125,穂別,a,胆振地方,2021,0.0,
21,0125,穂別,a,胆振地方,2022,0.0,
21,0125,穂別,a,胆振地方,2023,0.0,
21,0125,穂別,a,胆振地方,2024,0.0,
21,0125,穂別,a,胆振地方,2025,0.0,
21,0126,森野,a,胆振地方,2016,0.0,
21,0126,森野,a,胆振地方,2017,0.0,
21,0126,森野,a,胆振地方,2018,0.0,
21,0126,森野,a,胆振地方,2019,0.0,
21,0126,森野,a,胆振地方,2020,0.0,
21,0126,森野,a,胆振地方,2021,0.0,
21,0126,森野,a,胆振地方,2022,0.0,
21,0126,森野,a,胆振地方,2023,0.0,
21,0126,森野,a,胆振地方,2024,0.0,
21,0126,森野,a,胆振地方,2025,0.0,
21,0128,大岸,a,胆振地方,2016,0.0,
21,0128,大岸,a,胆振地方,2017,0.0,
21,0128,大岸,a,胆振地方,2018,0.0,
21,0128,大岸,a,胆振地方,2019,0.0,
21,0128,大岸,a,胆振地方,2020,0.0,
21,0128,大岸,a,胆振地方,2021,0.0,
21,0128,大岸,a,胆振地方,2022,0.0,
21,0128,大岸,a,胆振地方,2023,0.0,
21,0128,大岸,a,胆振地方,2024,0.0,
21,0128,大岸,a,胆振地方,2025,0.0,
21,0130,白老,a,胆振地方,2016,0.0,
21,0130,白老,a,胆振地方,2017,0.0,
21,0130,白老,a,胆振地方,2018,0.0,
21,0130,白老,a,胆振地方,2019,0.0,
21,0130,白老,a,胆振地方,2020,0.0,
21,0130,白老,a,胆振地方,2021,0.0,
21,0130,白老,a,胆振地方,2022,0.0,
21,0130,白老,a,胆振地方,2023,0.0,
21,0130,白老,a,胆振地方,2024,0.0,
21,0130,白老,a,胆振地方,2025,0.0,
21,0131,鵡川,a,胆振地方,2016,0.0,
21,0131,鵡川,a,胆振地方,2017,0.0,
21,0131,鵡川,a,胆振地方,2018,0.0,
21,0131,鵡川,a,胆振地方,2019,0.0,
21,0131,鵡川,a,胆振地方,2020,0.0,
21,0131,鵡川,a,胆振地方,2021,0.0,
21,0131,鵡川,a,胆振地方,2022,0.0,
21,0131,鵡川,a,胆振地方,2023,0.0,
21,0131,鵡川,a,胆振地方,2024,0.0,
21,0131,鵡川,a,胆振地方,2025,0.0,
21,0132,伊達,a,胆振地方,2016,0.0,
21,0132,伊達,a,胆振地方,2017,0.0,
21,0132,伊達,a,胆振地方,2018,0.0,
21,0132,伊達,a,胆振地方,2019,0.0,
21,0132,伊達,a,胆振地方,2020,0.0,
21,0132,伊達,a,胆振地方,2021,0.0,
21,0132,伊達,a,胆振地方,2022,0.0,
21,0132,伊達,a,胆振地方,2023,0.0,
21,0132,伊達,a,胆振地方,2024,0.0,
21,0132,伊達,a,胆振地方,2025,0.0,
21,0134,登別,a,胆振地方,2016,0.0,
21,0134,登別,a,胆振地方,2017,0.0,
21,0134,登別,a,胆振地方,2018,0.0,
21,0134,登別,a,胆振地方,2019,0.0,
21,0134,登別,a,胆振地方,2020,0.0,
21,0134,登別,a,胆振地方,2021,0.0,
21,0134,登別,a,胆振地方,2022,0.0,
21,0134,登別,a,胆振地方,2023,0.0,
21,0134,登別,a,胆振地方,2024,0.0,
21,0134,登別,a,胆振地方,2025,0.0,
21,1067,大滝,a,胆振地方,2016,0.0,
21,1067,大滝,a,胆振地方,2017,0.0,
21,1067,大滝,a,胆振地方,2018,0.0,
21,1067,大滝,a,胆振地方,2019,0.0,
21,1067,大滝,a,胆振地方,2020,0.0,
21,1067,大滝,a,胆振地方,2021,0.0,
21,1067,大滝,a,胆振地方,2022,0.0,
21,1067,大滝,a,胆振地方,2023,0.0,
21,1067,大滝,a,胆振地方,2024,0.0,
21,1067,大滝,a,胆振地方,2025,0.0,
21,1329,洞爺湖温泉,a,胆振地方,2016,,///
21,1329,洞爺湖温泉,a,胆振地方,2017,,///
21,1329,洞爺湖温泉,a,胆振地方,2018,,///
21,1329,洞爺湖温泉,a,胆振地方,2019,,///
21,1329,洞爺湖温泉,a,胆振地方,2020,,///
21,1329,洞爺湖温泉,a,胆振地方,2021,,///
21,1329,洞爺湖温泉,a,胆振地方,2022,,///
21,1329,洞爺湖温泉,a,胆振地方,2023,,///
21,1329,洞爺湖温泉,a,胆振地方,2024,,///
21,1329,洞爺湖温泉,a,胆振地方,2025,,///
21,1429,カルルス,a,胆振地方,2016,,///
21,1429,カルルス,a,胆振地方,2017,,///
21,1429,カルルス,a,胆振地方,2018,,///
21,1429,カルルス,a,胆振地方,2019,,///
21,1429,カルルス,a,胆振地方,2020,,///
21,1429,カルルス,a,胆振地方,2021,,///
21,1429,カルルス,a,胆振地方,2022,,///
21,1429,カルルス,a,胆振地方,2023,,///
21,1429,カルルス,a,胆振地方,2024,,///
21,1429,カルルス,a,胆振地方,2025,,///
21,1665,厚真幌内,a,胆振地方,2018,,///
21,47423,室蘭,s,胆振地方,2016,0.0,
21,47423,室蘭,s,胆振地方,2017,0.0,
21,47423,室蘭,s,胆振地方,2018,0.0,
21,47423,室蘭,s,胆振地方,2019,0.0,
21,47423,室蘭,s,胆振地方,2020,0.0,
21,47423,室蘭,s,胆振地方,2021,0.0,
21,47423,室蘭,s,胆振地方,2022,0.0,
21,47423,室蘭,s,胆振地方,2023,0.0,
21,47423,室蘭,s,胆振地方,2024,0.0,
21,47423,室蘭,s,胆振地方,2025,0.0,
21,47424,苫小牧,s,胆振地方,2016,0.0,
21,47424,苫小牧,s,胆振地方,2017,0.0,
21,47424,苫小牧,s,胆振地方,2018,0.0,
21,47424,苫小牧,s,胆振地方,2019,0.0,
21,47424,苫小牧,s,胆振地方,2020,0.0,
21,47424,苫小牧,s,胆振地方,2021,0.0,
21,47424,苫小牧,s,胆振地方,2022,0.0,
21,47424,苫小牧,s,胆振地方,2023,0.0,
21,47424,苫小牧,s,胆振地方,2024,0.0,
21,47424,苫小牧,s,胆振地方,2025,0.0,
22,0136,日高門別,a,日高地方,2016,0.0,
22,0136,日高門別,a,日高地方,2017,0.0,
22,0136,日高門別,a,日高地方,2018,0.0,
22,0136,日高門別,a,日高地方,2019,0.0,
22,0136,日高門別,a,日高地方,2020,0.0,
22,0136,日高門別,a,日高地方,2021,0.0,
22,0136,日高門別,a,日高地方,2022,0.0,
22,0136,日高門別,a,日高地方,2023,0.0,
22,0136,日高門別,a,日高地方,2024,0.0,
22,0136,日高門別,a,日高地方,2025,0.0,
22,0137,新和,a,日高地方,2016,0.0,
22,0137,新和,a,日高地方,2017,0.0,
22,0137,新和,a,日高地方,2018,0.0,
22,0137,新和,a,日高地方,2019,0.0,
22,0137,新和,a,日高地方,2020,0.0,
22,0137,新和,a,日高地方,2021,3.0,
22,0137,新和,a,日高地方,2022,0.0,
22,0137,新和,a,日高地方,2023,2.0,
22,0137,新和,a,日高地方,2024,0.0,
22,0137,新和,a,日高地方,2025,0.0,
22,0139,笹山,a,日高地方,2016,,///
22,0139,笹山,a,日高地方,2017,,///
22,0139,笹山,a,日高地方,2018,,///
22,0139,笹山,a,日高地方,2019,,///
22,0139,笹山,a,日高地方,2020,,///
22,0139,笹山,a,日高地方,2021,,///
22,0139,笹山,a,日高地方,2022,,///
22,0139,笹山,a,日高地方,2023,,///
22,0139,笹山,a,日高地方,2024,,///
22,0139,笹山,a,日高地方,2025,,///
22,0140,静内,a,日高地方,2016,0.0,
22,0140,静内,a,日高地方,2017,0.0,
22,0140,静内,a,日高地方,2018,0.0,
22,0140,静内,a,日高地方,2019,0.0,
22,0140,静内,a,日高地方,2020,0.0,
22,0140,静内,a,日高地方,2021,0.0,
22,0140,静内,a,日高地方,2022,0.0,
22,0140,静内,a,日高地方,2023,0.0,
22,0140,静内,a,日高地方,2024,0.0,
22,0140,静内,a,日高地方,2025,0.0,
22,1097,仁世宇,a,日高地方,2016,,///
22,1097,仁世宇,a,日高地方,2017,,///
22,1097,仁世宇,a,日高地方,2018,,///
22,1097,仁世宇,a,日高地方,2019,,///
22,1097,仁世宇,a,日高地方,2020,,///
22,1097,仁世宇,a,日高地方,2021,,///
22,1097,仁世宇,a,日高地方,2022,,///
22,1097,仁世宇,a,日高地方,2023,,///
22,1097,仁世宇,a,日高地方,2024,,///
22,1097,仁世宇,a,日高地方,2025,,///
22,1198,三石,a,日高地方,2016,0.0,
22,1198,三石,a,日高地方,2017,0.0,
22,1198,三石,a,日高地方,2018,0.0,
22,1198,三石,a,日高地方,2019,0.0,
22,1198,三石,a,日高地方,2020,0.0,
22,1198,三石,a,日高地方,2021,0.0,
22,1198,三石,a,日高地方,2022,0.0,
22,1198,三石,a,日高地方,2023,0.0,
22,1198,三石,a,日高地方,2024,0.0,
22,1198,三石,a,日高地方,2025,0.0,
22,1202,日高,a,日高地方,2016,0.0,
22,1202,日高,a,日高地方,2017,0.0,
22,1202,日高,a,日高地方,2018,0.0,
22,1202,日高,a,日高地方,2019,0.0,
22,1202,日高,a,日高地方,2020,0.0,
22,1202,日高,a,日高地方,2021,2.0,
22,1202,日高,a,日高地方,2022,0.0,
22,1202,日高,a,日高地方,2023,2.0,
22,1202,日高,a,日高地方,2024,0.0,
22,1202,日高,a,日高地方,2025,0.0,
22,1264,幌満,a,日高地方,2016,,///
22,1264,幌満,a,日高地方,2017,,///
22,1264,幌満,a,日高地方,2018,,///
22,1264,幌満,a,日高地方,2019,,///
22,1264,幌満,a,日高地方,2020,,///
22,1264,幌満,a,日高地方,2021,,///
22,1264,幌満,a,日高地方,2022,,///
22,1264,幌満,a,日高地方,2023,,///
22,1264,幌満,a,日高地方,2024,,///
22,1264,幌満,a,日高地方,2025,,///
22,1276,目黒,a,日高地方,2016,,///
22,1276,目黒,a,日高地方,2017,,///
22,1276,目黒,a,日高地方,2018,,///
22,1276,目黒,a,日高地方,2019,,///
22,1276,目黒,a,日高地方,2020,,///
22,1276,目黒,a,日高地方,2021,,///
22,1276,目黒,a,日高地方,2022,,///
22,1276,目黒,a,日高地方,2023,,///
22,1276,目黒,a,日高地方,2024,,///
22,1276,目黒,a,日高地方,2025,,///
22,1288,中杵臼,a,日高地方,2016,0.0,
22,1288,中杵臼,a,日高地方,2017,0.0,
22,1288,中杵臼,a,日高地方,2018,0.0,
22,1288,中杵臼,a,日高地方,2019,0.0,
22,1288,中杵臼,a,日高地方,2020,0.0,
22,1288,中杵臼,a,日高地方,2021,0.0,
22,1288,中杵臼,a,日高地方,2022,0.0,
22,1288,中杵臼,a,日高地方,2023,0.0,]
22,1288,中杵臼,a,日高地方,2024,0.0,
22,1288,中杵臼,a,日高地方,2025,0.0,
22,1340,えりも岬,a,日高地方,2016,0.0,
22,1340,えりも岬,a,日高地方,2017,0.0,
22,1340,えりも岬,a,日高地方,2018,0.0,
22,1340,えりも岬,a,日高地方,2019,0.0,
22,1340,えりも岬,a,日高地方,2020,0.0,
22,1340,えりも岬,a,日高地方,2021,0.0,]
22,1340,えりも岬,a,日高地方,2022,0.0,
22,1340,えりも岬,a,日高地方,2023,0.0,
22,1340,えりも岬,a,日高地方,2024,0.0,
22,1340,えりも岬,a,日高地方,2025,0.0,
22,1430,旭,a,日高地方,2016,,///
22,1430,旭,a,日高地方,2017,,///
22,1430,旭,a,日高地方,2018,,///
22,1430,旭,a,日高地方,2019,,///
22,1430,旭,a,日高地方,2020,,///
22,1430,旭,a,日高地方,2021,,///
22,1430,旭,a,日高地方,2022,,///
22,1430,旭,a,日高地方,2023,,///
22,1430,旭,a,日高地方,2024,,///
22,1430,旭,a,日高地方,2025,,///
22,47426,浦河,s,日高地方,2016,0.0,
22,47426,浦河,s,日高地方,2017,0.0,
22,47426,浦河,s,日高地方,2018,0.0,
22,47426,浦河,s,日高地方,2019,0.0,
22,47426,浦河,s,日高地方,2020,0.0,
22,47426,浦河,s,日高地方,2021,0.0,
22,47426,浦河,s,日高地方,2022,0.0,
22,47426,浦河,s,日高地方,2023,0.0,
22,47426,浦河,s,日高地方,2024,0.0,
22,47426,浦河,s,日高地方,2025,0.0,
23,0143,長万部,a,渡島地方,2016,0.0,
23,0143,長万部,a,渡島地方,2017,0.0,
23,0143,長万部,a,渡島地方,2018,0.0,
23,0143,長万部,a,渡島地方,2019,0.0,
23,0143,長万部,a,渡島地方,2020,0.0,
23,0143,長万部,a,渡島地方,2021,0.0,
23,0143,長万部,a,渡島地方,2022,0.0,
23,0143,長万部,a,渡島地方,2023,0.0,
23,0143,長万部,a,渡島地方,2024,0.0,
23,0143,長万部,a,渡島地方,2025,0.0,
23,0144,八雲,a,渡島地方,2016,0.0,
23,0144,八雲,a,渡島地方,2017,0.0,
23,0144,八雲,a,渡島地方,2018,0.0,
23,0144,八雲,a,渡島地方,2019,0.0,
